br?	Month	EXT_STAT-m1_is_missing	EXT_STAT-m1_=_C	EXT_STAT-m1_=_E	EXT_STAT-m1_=_I	INT_STAT-m1_is_missing	INT_STAT-m1_=_N	INT_STAT-m1_=_O	INT_STAT-m1_=_X	CASH-m1	EXT_STAT-m1_=_I*INT_STAT-m1_is_missing 	Calibrator
0	8	-1.11022e-16	0	0	0	1	0	0	0	14.8	0	0.476677
0	9	-1.11022e-16	0	0	0	1	0	0	0	14.62	0	0.478296
0	15	1	0	0	0	1	0	0	0	0	0	-0.184973
0	16	1	0	0	0	1	0	0	0	0	0	-0.193311
0	11	1	0	0	0	1	0	0	0	15.9	0	0.144499
0	16	1	0	0	0	1	0	0	0	15.9	0	0.0707813
0	17	1	0	0	0	1	0	0	0	15.9	0	0.055581
0	8	1	0	0	0	1	0	0	0	6.9	0	0.01739
0	10	1	0	0	0	1	0	0	0	6.9	0	-0.0124143
0	11	1	0	0	0	1	0	0	0	6.9	0	-0.0270144
0	13	1	0	0	0	1	0	0	0	6.9	0	-0.0561104
0	17	1	0	0	0	1	0	0	0	6.9	0	-0.110331
0	7	1	0	0	0	1	0	0	0	19.12	0	0.246778
0	11	1	0	0	0	1	0	0	0	19.05	0	0.198313
0	16	1	0	0	0	1	0	0	0	19.27	0	0.134775
0	17	1	0	0	0	1	0	0	0	20.33	0	0.139888
0	18	1	0	0	0	1	0	0	0	19.33	0	0.106541
0	7	1	0	0	0	1	0	0	0	12.9	0	0.146562
0	9	1	0	0	0	1	0	0	0	12.9	0	0.117795
0	10	1	0	0	0	1	0	0	0	12.9	0	0.103167
0	18	1	0	0	0	1	0	0	0	12.9	0	-0.0169776
0	10	1	0	0	0	1	0	0	0	13.9	0	0.122072
0	13	1	0	0	0	1	0	0	0	13.9	0	0.0773898
0	8	1	0	0	0	1	0	0	0	19.46	0	0.240585
0	9	1	0	0	0	1	0	0	0	19.3	0	0.226552
0	11	1	0	0	0	1	0	0	0	19.33	0	0.202987
0	13	1	0	0	0	1	0	0	0	19.43	0	0.178885
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	9	1	0	0	0	0	1	0	0	14.62	0	-0.942195
0	10	1	0	0	0	0	1	0	0	14.74	0	-0.937131
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	7	1	0	0	0	1	0	0	0	6.9	0	0.032539
0	10	1	0	0	0	0	1	0	0	16.9	0	-0.953682
0	12	1	0	0	0	0	1	0	0	16.9	0	-0.941708
0	14	1	0	0	0	0	1	0	0	16.9	0	-0.929728
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	17	1	0	0	0	1	0	0	0	14.99	0	0.0379269
0	10	1	0	0	0	1	0	0	0	14.74	0	0.137569
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	17	1	0	0	0	1	0	0	0	14.99	0	0.0379269
0	8	1	0	0	0	1	0	0	0	12.9	0	0.132439
0	14	1	0	0	0	1	0	0	0	12.9	0	0.0428285
0	17	1	0	0	0	1	0	0	0	12.9	0	-0.00228385
0	10	1	0	0	0	1	0	0	0	15.9	0	0.158329
0	11	1	0	0	0	1	0	0	0	15.9	0	0.144499
0	17	1	0	0	0	1	0	0	0	20.24	0	0.138265
0	12	1	0	0	0	1	0	0	0	14.18	0	0.0978479
0	16	1	0	0	0	1	0	0	0	14.43	0	0.0423382
0	17	1	0	0	0	1	0	0	0	14.52	0	0.0288686
0	7	1	0	0	0	1	0	0	0	18.71	0	0.240952
0	13	1	0	0	0	1	0	0	0	18.68	0	0.166093
0	11	1	0	0	0	1	0	0	0	19.05	0	0.198313
0	12	1	0	0	0	1	0	0	0	19.02	0	0.185038
0	16	1	0	0	0	1	0	0	0	19.27	0	0.134775
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	15	1	0	0	0	1	0	0	0	14.65	0	0.0617126
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	12	1	0	0	0	1	0	0	0	15.9	0	0.130094
0	14	1	0	0	0	1	0	0	0	15.9	0	0.100752
0	18	1	0	0	0	1	0	0	0	15.9	0	0.0406224
0	14	1	0	0	0	1	0	0	0	14.68	0	0.0773898
0	13	1	0	0	0	1	0	0	0	19.43	0	0.178885
0	14	1	0	0	0	1	0	0	0	19.36	0	0.16433
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	8	-1.11022e-16	1	0	0	1	0	0	0	14.8	0	0.0905649
0	12	-1.11022e-16	1	0	0	1	0	0	0	14.62	0	0.0266678
0	13	-1.11022e-16	1	0	0	1	0	0	0	14.68	0	0.0127615
0	14	1	0	0	0	1	0	0	0	0	0	-0.176028
0	15	1	0	0	0	1	0	0	0	0	0	-0.184973
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	14	1	0	0	0	1	0	0	0	14.68	0	0.0773898
0	15	1	0	0	0	1	0	0	0	14.65	0	0.0617126
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	9	1	0	0	0	0	1	0	0	15.9	0	-0.952028
0	13	1	0	0	0	1	0	0	0	15.9	0	0.115649
0	14	1	0	0	0	1	0	0	0	15.9	0	0.100752
0	18	1	0	0	0	1	0	0	0	15.9	0	0.0406224
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	14	1	0	0	0	1	0	0	0	17.05	0	0.122546
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	17	1	0	0	0	1	0	0	0	14.99	0	0.0379269
0	9	1	0	0	0	1	0	0	0	12.99	0	0.119461
0	11	1	0	0	0	1	0	0	0	12.99	0	0.0898349
0	7	1	0	0	0	1	0	0	0	5.9	0	0.0132483
0	13	1	0	0	0	1	0	0	0	5.9	0	-0.074107
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	10	1	0	0	0	1	0	0	0	14.74	0	0.137569
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	15	1	0	0	0	1	0	0	0	14.65	0	0.0617126
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	15	1	0	0	0	1	0	0	0	9.9	0	-0.0293926
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	14	1	0	0	0	1	0	0	0	14.68	0	0.0773898
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	17	1	0	0	0	1	0	0	0	14.99	0	0.0379269
0	10	1	0	0	0	1	0	0	0	14.74	0	0.137569
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	14	-1.11022e-16	0	0	0	1	0	0	0	14.68	0	0.484049
0	17	1	0	0	0	1	0	0	0	0	0	-0.20089
0	7	1	0	0	0	1	0	0	0	12.9	0	0.146562
0	14	1	0	0	0	1	0	0	0	0	0	-0.176028
0	18	1	0	0	0	1	0	0	0	0	0	-0.207606
0	12	1	0	0	0	1	0	0	0	6.9	0	-0.0416758
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	8	-1.11022e-16	0	0	0	1	0	0	0	12.9	0	0.47981
0	14	1	0	0	0	1	0	0	0	0	0	-0.176028
0	10	1	0	0	0	1	0	0	0	12.9	0	0.103167
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	15	1	0	0	0	1	0	0	0	14.65	0	0.0617126
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	10	1	0	0	0	1	0	0	0	14.74	0	0.137569
0	17	1	0	0	0	1	0	0	0	20.18	0	0.137104
0	18	1	0	0	0	1	0	0	0	20.15	0	0.122072
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	17	1	0	0	0	1	0	0	0	14.99	0	0.0379269
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	14	1	0	0	0	1	0	0	0	14.68	0	0.0773898
0	15	-1.11022e-16	1	0	0	1	0	0	0	15.9	0	0.00619773
0	17	-1.11022e-16	1	0	0	1	0	0	0	15.9	0	-0.0234385
0	7	1	0	0	0	1	0	0	0	19.8	0	0.256402
0	9	1	0	0	0	1	0	0	0	19.8	0	0.234101
0	12	1	0	0	0	1	0	0	0	19.8	0	0.197904
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	17	1	0	0	0	1	0	0	0	14.99	0	0.0379269
0	13	1	0	0	0	1	0	0	0	17.99	0	0.154061
0	16	1	0	0	0	1	0	0	0	0	0	-0.193311
0	17	1	0	0	0	1	0	0	0	0	0	-0.20089
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	14	-1.11022e-16	1	0	0	1	0	0	0	14.68	0	-0.00204199
0	17	1	0	0	0	1	0	0	0	0	0	-0.20089
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	14	1	0	0	0	1	0	0	0	17.05	0	0.122546
0	15	-1.11022e-16	1	0	0	1	0	0	0	14.65	0	-0.0174572
0	18	-1.11022e-16	1	0	0	1	0	0	0	14.96	0	-0.0554178
0	8	1	0	0	0	1	0	0	0	12.9	0	0.132439
0	14	1	0	0	0	1	0	0	0	0	0	-0.176028
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	8	-1.11022e-16	0	0	0	1	0	0	0	14.8	0	0.476677
0	9	-1.11022e-16	0	0	0	1	0	0	0	14.62	0	0.478296
0	12	-1.11022e-16	0	0	0	1	0	0	0	14.62	0	0.481954
0	13	1	0	0	0	1	0	0	0	0	0	-0.166209
0	17	1	0	0	0	1	0	0	0	0	0	-0.20089
0	8	1	0	0	0	1	0	0	0	12.9	0	0.132439
0	10	1	0	0	0	1	0	0	0	12.9	0	0.103167
0	12	1	0	0	0	1	0	0	0	12.9	0	0.0729852
0	7	1	0	0	0	1	0	0	0	12.9	0	0.146562
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	17	1	0	0	0	1	0	0	0	14.99	0	0.0379269
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	7	1	0	0	0	1	0	0	0	20.08	0	0.260249
0	8	1	0	0	0	1	0	0	0	20.15	0	0.250373
0	14	1	0	0	0	1	0	0	0	20.05	0	0.176314
0	16	1	0	0	0	1	0	0	0	20.24	0	0.152253
0	17	1	0	0	0	1	0	0	0	20.33	0	0.139888
0	7	1	0	0	0	0	0	0	0	19.8	0	-0.154311
0	10	1	0	0	0	1	0	0	0	19.8	0	0.222335
0	15	1	0	0	0	1	0	0	0	21.99	0	0.195444
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	15	1	0	0	0	1	0	0	0	14.65	0	0.0617126
0	11	-1.11022e-16	0	1	0	1	0	0	0	19.8	0	-0.074107
0	17	1	0	0	0	1	0	0	0	0	0	-0.20089
0	18	1	0	0	0	1	0	0	0	0	0	-0.207606
0	8	1	0	0	0	1	0	0	0	19.99	0	0.24804
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	10	1	0	0	0	1	0	0	0	15.9	0	0.158329
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	11	1	0	0	0	1	0	0	0	19.99	0	0.213367
0	13	1	0	0	0	1	0	0	0	19.99	0	0.188186
0	16	1	0	0	0	1	0	0	0	19.99	0	0.147933
0	12	1	0	0	0	1	0	0	0	12.9	0	0.0729852
0	14	1	0	0	0	1	0	0	0	12.9	0	0.0428285
0	11	-1.11022e-16	1	0	0	1	0	0	0	12.96	0	0.00984219
0	18	1	0	0	0	1	0	0	0	0	0	-0.207606
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	14	1	0	0	0	1	0	0	0	14.68	0	0.0773898
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	14	1	0	0	0	1	0	0	0	14.68	0	0.0773898
0	17	1	0	0	0	1	0	0	0	14.99	0	0.0379269
0	7	1	0	0	0	1	0	0	0	15.9	0	0.197904
0	15	1	0	0	0	1	0	0	0	15.9	0	0.0856935
0	17	1	0	0	0	1	0	0	0	15.9	0	0.055581
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	7	1	0	0	0	1	0	0	0	12.9	0	0.146562
0	14	1	0	0	0	1	0	0	0	12.9	0	0.0428285
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	14	1	0	0	0	1	0	0	0	14.68	0	0.0773898
0	15	1	0	0	0	1	0	0	0	14.65	0	0.0617126
0	17	1	0	0	0	1	0	0	0	14.99	0	0.0379269
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	15	1	0	0	0	1	0	0	0	14.65	0	0.0617126
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	10	1	0	0	0	1	0	0	0	14.74	0	0.137569
0	17	1	0	0	0	1	0	0	0	14.99	0	0.0379269
0	8	1	0	0	0	1	0	0	0	15.9	0	0.185248
0	16	1	0	0	0	1	0	0	0	15.9	0	0.0707813
0	18	1	0	0	0	1	0	0	0	15.9	0	0.0406224
0	9	1	0	0	0	1	0	0	0	20.18	0	0.239666
0	12	1	0	0	0	1	0	0	0	20.18	0	0.203996
0	13	1	0	0	0	1	0	0	0	20.3	0	0.193382
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	10	1	0	0	0	1	0	0	0	14.74	0	0.137569
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	15	1	0	0	0	1	0	0	0	14.65	0	0.0617126
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	14	-1.11022e-16	0	0	1	1	0	0	0	14.68	1	-0.215971
0	15	-1.11022e-16	0	0	1	1	0	0	0	14.65	1	-0.212032
0	9	1	0	0	0	1	0	0	0	5.9	0	-0.0164979
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	15	1	0	0	0	1	0	0	0	14.65	0	0.0617126
0	10	-1.11022e-16	0	0	0	1	0	0	0	12.9	0	0.482176
0	14	1	0	0	0	1	0	0	0	0	0	-0.176028
0	17	1	0	0	0	1	0	0	0	0	0	-0.20089
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	11	1	0	0	0	1	0	0	0	19.05	0	0.198313
0	13	1	0	0	0	1	0	0	0	19.15	0	0.174159
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	15	1	0	0	0	1	0	0	0	12.9	0	0.0278903
0	17	1	0	0	0	1	0	0	0	12.9	0	-0.00228385
0	18	1	0	0	0	1	0	0	0	12.9	0	-0.0169776
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	7	1	0	0	0	1	0	0	0	15.9	0	0.197904
0	8	1	0	0	0	1	0	0	0	15.9	0	0.185248
0	10	1	0	0	0	1	0	0	0	19.99	0	0.225215
0	11	1	0	0	0	1	0	0	0	19.99	0	0.213367
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	10	1	0	0	0	1	0	0	0	14.74	0	0.137569
0	15	1	0	0	0	1	0	0	0	14.65	0	0.0617126
0	9	1	0	0	0	1	0	0	0	16.9	0	0.188813
0	12	1	0	0	0	1	0	0	0	16.9	0	0.14839
0	15	1	0	0	0	1	0	0	0	16.9	0	0.104855
0	18	1	0	0	0	1	0	0	0	16.9	0	0.059996
0	10	1	0	0	0	1	0	0	0	14.74	0	0.137569
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	9	1	0	0	0	1	0	0	0	12.9	0	0.117795
0	11	-1.11022e-16	1	0	0	1	0	0	0	12.9	0	0.00862678
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	16	1	0	0	0	1	0	0	0	20.24	0	0.152253
0	8	-1.11022e-16	0	0	0	1	0	0	0	14.8	0	0.476677
0	12	-1.11022e-16	0	0	0	1	0	0	0	14.62	0	0.481954
0	17	1	0	0	0	0	1	0	0	20.24	0	-0.937423
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	8	-1.11022e-16	1	0	0	1	0	0	0	15.9	0	0.111344
0	9	-1.11022e-16	1	0	0	1	0	0	0	15.9	0	0.0966363
0	10	-1.11022e-16	1	0	0	1	0	0	0	15.9	0	0.0815447
0	13	1	0	0	0	1	0	0	0	0	0	-0.166209
0	15	1	0	0	0	1	0	0	0	0	0	-0.184973
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	10	1	0	0	0	1	0	0	0	14.74	0	0.137569
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	17	1	0	0	0	1	0	0	0	14.99	0	0.0379269
0	10	1	0	0	0	1	0	0	0	12.9	0	0.103167
0	15	1	0	0	0	1	0	0	0	12.9	0	0.0278903
0	18	1	0	0	0	1	0	0	0	12.9	0	-0.0169776
0	8	1	0	0	0	1	0	0	0	15.9	0	0.185248
0	10	1	0	0	0	1	0	0	0	15.9	0	0.158329
0	18	1	0	0	0	1	0	0	0	0	0	-0.207606
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	13	1	0	0	0	1	0	0	0	6.9	0	-0.0561104
0	11	1	0	0	0	0	0	1	0	19.8	0	-0.239227
0	14	1	0	0	0	1	0	0	0	18.99	0	0.157881
0	18	1	0	0	0	1	0	0	0	18.99	0	0.100268
0	16	1	0	0	0	1	0	0	0	12.96	0	0.0139788
0	18	1	0	0	0	1	0	0	0	13.18	0	-0.0116926
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	14	1	0	0	0	1	0	0	0	14.68	0	0.0773898
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	14	1	0	0	0	1	0	0	0	14.68	0	0.0773898
0	17	1	0	0	0	1	0	0	0	14.99	0	0.0379269
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	14	1	0	0	0	1	0	0	0	14.68	0	0.0773898
0	10	1	0	0	0	1	0	0	0	12.9	0	0.103167
0	11	1	0	0	0	1	0	0	0	15.9	0	0.144499
0	13	1	0	0	0	1	0	0	0	15.9	0	0.115649
0	15	1	0	0	0	1	0	0	0	15.9	0	0.0856935
0	18	1	0	0	0	1	0	0	0	15.9	0	0.0406224
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	17	1	0	0	0	1	0	0	0	14.99	0	0.0379269
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	9	1	0	0	0	1	0	0	0	19.99	0	0.236893
0	10	1	0	0	0	1	0	0	0	19.99	0	0.225215
0	11	1	0	0	0	1	0	0	0	19.99	0	0.213367
0	15	1	0	0	0	0	0	0	1	19.99	0	-0.0147231
0	8	1	0	0	0	1	0	0	0	19.46	0	0.240585
0	14	1	0	0	0	1	0	0	0	19.36	0	0.16433
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	17	1	0	0	0	1	0	0	0	14.99	0	0.0379269
0	9	1	0	0	0	1	0	0	0	19.99	0	0.236893
0	16	1	0	0	0	1	0	0	0	20.15	0	0.150666
0	17	1	0	0	0	1	0	0	0	14.99	0	0.0379269
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	10	1	0	0	0	1	0	0	0	14.74	0	0.137569
0	10	1	0	0	0	1	0	0	0	14.74	0	0.137569
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	11	1	0	0	0	1	0	0	0	12.9	0	0.0881306
0	13	1	0	0	0	1	0	0	0	12.9	0	0.0580338
0	16	1	0	0	0	1	0	0	0	12.9	0	0.0127615
0	17	1	0	0	0	1	0	0	0	12.9	0	-0.00228385
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	12	-1.11022e-16	1	0	0	1	0	0	0	14.62	0	0.0266678
0	14	1	0	0	0	1	0	0	0	0	0	-0.176028
0	15	1	0	0	0	1	0	0	0	0	0	-0.184973
0	15	1	0	0	0	1	0	0	0	19.43	0	0.1518
0	15	1	0	0	0	1	0	0	0	19.02	0	0.144499
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	15	1	0	0	0	1	0	0	0	14.65	0	0.0617126
0	8	1	0	0	0	1	0	0	0	12.9	0	0.132439
0	14	1	0	0	0	1	0	0	0	12.9	0	0.0428285
0	16	1	0	0	0	1	0	0	0	12.9	0	0.0127615
0	18	1	0	0	0	1	0	0	0	12.9	0	-0.0169776
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	15	1	0	0	0	1	0	0	0	14.65	0	0.0617126
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	13	-1.11022e-16	1	0	0	1	0	0	0	14.68	0	0.0127615
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	7	1	0	0	0	1	0	0	0	16.9	0	0.213761
0	8	-1.11022e-16	1	0	0	1	0	0	0	16.9	0	0.130094
0	13	-1.11022e-16	1	0	0	1	0	0	0	16.9	0	0.055581
0	9	1	0	0	0	1	0	0	0	19.8	0	0.234101
0	10	1	0	0	0	0	0	1	0	19.8	0	-0.237817
0	15	1	0	0	0	1	0	0	0	14.65	0	0.0617126
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	17	1	0	0	0	1	0	0	0	14.99	0	0.0379269
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	7	1	0	0	0	1	0	0	0	6.9	0	0.032539
0	10	1	0	0	0	1	0	0	0	6.9	0	-0.0124143
0	16	1	0	0	0	1	0	0	0	12.9	0	0.0127615
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	9	1	0	0	0	1	0	0	0	12.9	0	0.117795
0	11	1	0	0	0	1	0	0	0	12.9	0	0.0881306
0	12	1	0	0	0	1	0	0	0	12.9	0	0.0729852
0	13	1	0	0	0	1	0	0	0	12.9	0	0.0580338
0	16	1	0	0	0	1	0	0	0	12.9	0	0.0127615
0	17	1	0	0	0	1	0	0	0	12.9	0	-0.00228385
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	16	1	0	0	0	1	0	0	0	14.74	0	0.0482228
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	15	1	0	0	0	1	0	0	0	0	0	-0.184973
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	11	1	0	0	0	1	0	0	0	16.99	0	0.163888
0	16	1	0	0	0	1	0	0	0	16.99	0	0.0917808
0	8	1	0	0	0	1	0	0	0	16.8	0	0.199944
0	10	-1.11022e-16	1	0	0	1	0	0	0	16.74	0	0.0978479
0	17	1	0	0	0	1	0	0	0	0	0	-0.20089
0	8	1	0	0	0	1	0	0	0	18.8	0	0.230911
0	10	1	0	0	0	1	0	0	0	18.74	0	0.206007
0	11	1	0	0	0	1	0	0	0	18.99	0	0.197495
0	14	1	0	0	0	1	0	0	0	18.99	0	0.157881
0	9	1	0	0	0	1	0	0	0	18.99	0	0.221949
0	13	1	0	0	0	1	0	0	0	19.02	0	0.171993
0	15	1	0	0	0	1	0	0	0	18.99	0	0.14381
0	18	1	0	0	0	1	0	0	0	19.21	0	0.104373
0	13	1	0	0	0	1	0	0	0	15.9	0	0.115649
