br?	Month	EXT_STAT-m1_is_missing	EXT_STAT-m1_=_C	EXT_STAT-m1_=_E	EXT_STAT-m1_=_I	INT_STAT-m1_is_missing	INT_STAT-m1_=_N	INT_STAT-m1_=_O	INT_STAT-m1_=_X	CASH-m1	EXT_STAT-m1_=_I*INT_STAT-m1_is_missing 	Calibrator
0	8	1	0	0	0	1	0	0	0	18.99	0	0.233727
0	13	1	0	0	0	1	0	0	0	18.99	0	0.171559
0	12	1	0	0	0	1	0	0	0	15.9	0	0.130094
0	17	1	0	0	0	1	0	0	0	15.9	0	0.055581
0	10	1	0	0	0	1	0	0	0	19.46	0	0.217096
0	17	1	0	0	0	1	0	0	0	0	0	-0.20089
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	10	1	0	0	0	1	0	0	0	14.74	0	0.137569
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	13	1	0	0	0	1	0	0	0	14.68	0	0.092267
0	12	1	0	0	0	1	0	0	0	14.62	0	0.10606
0	18	1	0	0	0	1	0	0	0	14.96	0	0.0222698
0	18	-1.11022e-16	1	0	0	1	0	0	0	15.9	0	-0.0381477
0	12	1	0	0	0	0	1	0	0	15.99	0	-0.934696
0	13	1	0	0	0	0	1	0	0	15.99	0	-0.928754
0	15	1	0	0	0	1	0	0	0	15.99	0	0.0876434
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	9	1	0	0	0	1	0	0	0	12.9	0	0.117795
0	10	1	0	0	0	0	0	1	0	12.9	0	-0.239521
0	18	1	0	0	0	1	0	0	0	12.9	0	-0.0169776
0	7	-1.11022e-16	1	0	0	1	0	0	0	14.71	0	0.10365
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	15	1	0	0	0	1	0	0	0	14.65	0	0.0617126
0	10	1	0	0	0	1	0	0	0	12.9	0	0.103167
0	17	1	0	0	0	1	0	0	0	12.9	0	-0.00228385
0	7	1	0	0	0	0	0	1	0	19.12	0	-0.233356
0	12	1	0	0	0	1	0	0	0	0	0	-0.15588
0	7	1	0	0	0	1	0	0	0	19.8	0	0.256402
0	13	1	0	0	0	1	0	0	0	19.8	0	0.185038
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	8	1	0	0	0	1	0	0	0	14.8	0	0.166532
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	10	1	0	0	0	1	0	0	0	14.74	0	0.137569
0	12	1	0	0	0	1	0	0	0	18.99	0	0.184616
0	13	1	0	0	0	1	0	0	0	18.99	0	0.171559
0	15	1	0	0	0	1	0	0	0	18.99	0	0.14381
0	17	1	0	0	0	1	0	0	0	19.18	0	0.118509
0	7	1	0	0	0	1	0	0	0	14.71	0	0.178244
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	10	1	0	0	0	1	0	0	0	14.74	0	0.137569
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	17	1	0	0	0	1	0	0	0	20.18	0	0.137104
0	11	1	0	0	0	1	0	0	0	14.74	0	0.12302
0	16	1	0	0	0	1	0	0	0	17.08	0	0.0934818
0	17	1	0	0	0	1	0	0	0	17.18	0	0.0803233
0	9	1	0	0	0	0	0	1	0	19.8	0	-0.235973
0	12	1	0	0	0	1	0	0	0	21.99	0	0.231852
0	18	1	0	0	0	1	0	0	0	22.24	0	0.160115
0	11	1	0	0	0	1	0	0	0	12	0	0.0707813
0	13	1	0	0	0	1	0	0	0	12	0	0.0406224
0	18	1	0	0	0	1	0	0	0	12	0	-0.0338975
0	7	-1.11022e-16	0	0	0	1	0	0	0	6.9	0	0.486869
0	8	-1.11022e-16	0	0	0	1	0	0	0	6.9	0	0.487692
0	12	-1.11022e-16	0	0	0	1	0	0	0	6.9	0	0.490205
0	17	1	0	0	0	1	0	0	0	0	0	-0.20089
0	7	1	0	0	0	1	0	0	0	5.9	0	0.0132483
0	9	1	0	0	0	1	0	0	0	5.9	0	-0.0164979
0	10	1	0	0	0	1	0	0	0	5.9	0	-0.0312916
0	14	1	0	0	0	1	0	0	0	15.9	0	0.100752
0	16	1	0	0	0	1	0	0	0	15.9	0	0.0707813
0	13	1	0	0	0	1	0	0	0	17.9	0	0.152253
0	7	1	0	0	0	1	0	0	0	19.12	0	0.246778
0	8	1	0	0	0	0	0	0	1	19.18	0	-0.0528645
0	8	1	0	0	0	1	0	0	0	19.8	0	0.24533
0	11	1	0	0	0	0	0	0	0	19.99	0	-0.125316
0	14	1	0	0	0	0	0	1	0	19.99	0	-0.241233
0	7	1	0	0	0	1	0	0	0	17.7	0	0.225979
0	8	1	0	0	0	1	0	0	0	17.7	0	0.214155
0	16	1	0	0	0	0	0	0	0	17.7	0	-0.0613866
0	17	-1.11022e-16	0	1	0	0	0	0	0	17.7	0	0.071316
0	11	1	0	0	0	1	0	0	0	19.74	0	0.209405
0	13	1	0	0	0	1	0	0	0	19.68	0	0.183138
0	14	1	0	0	0	1	0	0	0	19.68	0	0.169817
0	9	1	0	0	0	1	0	0	0	16.9	0	0.188813
0	16	1	0	0	0	1	0	0	0	17.15	0	0.0949385
0	10	1	0	0	0	1	0	0	0	19.05	0	0.210796
0	13	1	0	0	0	1	0	0	0	19.15	0	0.174159
0	14	1	0	0	0	1	0	0	0	19.08	0	0.159446
0	15	1	0	0	0	1	0	0	0	19.02	0	0.144499
0	17	1	0	0	0	1	0	0	0	20.33	0	0.139888
0	11	1	0	0	0	1	0	0	0	19.05	0	0.198313
0	15	-1.11022e-16	0	0	1	1	0	0	0	19.02	1	-0.229759
0	16	-1.11022e-16	0	0	1	1	0	0	0	19.27	1	-0.228045
0	15	-1.11022e-16	0	0	0	0	0	0	1	19.02	0	0.0318047
0	8	1	0	0	0	1	0	0	0	19.18	0	0.236522
0	9	1	0	0	0	1	0	0	0	19.02	0	0.222335
0	11	1	0	0	0	0	0	1	0	19.05	0	-0.240207
0	12	1	0	0	0	0	0	0	1	19.02	0	-0.0250241
0	16	-1.11022e-16	0	1	0	0	0	1	0	19.27	0	-0.181506
0	11	1	0	0	0	1	0	0	0	19.8	0	0.210399
0	12	1	0	0	0	1	0	0	0	21.99	0	0.231852
0	14	1	0	0	0	1	0	0	0	21.99	0	0.208009
0	15	1	0	0	0	1	0	0	0	21.99	0	0.195444
0	16	1	0	0	0	1	0	0	0	21.99	0	0.182502
0	7	1	0	0	0	1	0	0	0	19.71	0	0.255169
0	12	1	0	0	0	1	0	0	0	19.62	0	0.195032
0	18	1	0	0	0	1	0	0	0	19.96	0	0.118509
0	7	1	0	0	0	1	0	0	0	18.15	0	0.23279
0	8	1	0	0	0	1	0	0	0	18.15	0	0.220983
0	16	1	0	0	0	1	0	0	0	18.15	0	0.113738
0	18	1	0	0	0	1	0	0	0	18.4	0	0.0888612
0	7	1	0	0	0	1	0	0	0	16.65	0	0.209803
0	12	1	0	0	0	1	0	0	0	16.65	0	0.14381
0	18	1	0	0	0	1	0	0	0	16.65	0	0.0550905
0	11	1	0	0	0	1	0	0	0	19.74	0	0.209405
0	12	1	0	0	0	1	0	0	0	19.62	0	0.195032
0	15	1	0	0	0	1	0	0	0	19.65	0	0.155638
0	14	-1.11022e-16	1	0	0	1	0	0	0	11.68	0	-0.0581843
0	15	-1.11022e-16	1	0	0	1	0	0	0	11.65	0	-0.0727573
0	18	1	0	0	0	1	0	0	0	0	0	-0.207606
0	18	1	0	0	0	1	0	0	0	15.9	0	0.0406224
0	14	1	0	0	0	1	0	0	0	15.68	0	0.0966363
0	15	1	0	0	0	1	0	0	0	15.65	0	0.0810562
0	18	1	0	0	0	1	0	0	0	15.96	0	0.0416028
0	10	1	0	0	0	1	0	0	0	15.9	0	0.158329
0	16	1	0	0	0	1	0	0	0	15.9	0	0.0707813
0	10	1	0	0	0	0	0	0	1	19.99	0	-0.0460675
0	10	1	0	0	0	1	0	0	0	19.74	0	0.221563
0	14	1	0	0	0	1	0	0	0	19.99	0	0.175237
0	15	1	0	0	0	1	0	0	0	19.99	0	0.161672
0	10	1	0	0	0	1	0	0	0	17.7	0	0.18923
0	12	1	0	0	0	1	0	0	0	17.7	0	0.16256
0	14	1	0	0	0	1	0	0	0	17.7	0	0.134542
0	18	1	0	0	0	1	0	0	0	17.7	0	0.0754328
0	12	1	0	0	0	1	0	0	0	19.02	0	0.185038
0	8	1	0	0	0	1	0	0	0	17.06	0	0.203996
0	18	1	0	0	0	1	0	0	0	0	0	-0.207606
0	11	1	0	0	0	1	0	0	0	19.99	0	0.213367
0	7	1	0	0	0	1	0	0	0	18.15	0	0.23279
0	9	1	0	0	0	1	0	0	0	19.99	0	0.236893
0	11	1	0	0	0	1	0	0	0	19.99	0	0.213367
0	15	1	0	0	0	1	0	0	0	19.99	0	0.161672
0	16	1	0	0	0	1	0	0	0	19.99	0	0.147933
0	18	-1.11022e-16	0	0	0	1	0	0	0	20.24	0	0.480542
0	7	1	0	0	0	1	0	0	0	19.71	0	0.255169
0	10	1	0	0	0	1	0	0	0	19.74	0	0.221563
0	14	1	0	0	0	1	0	0	0	19.68	0	0.169817
0	16	1	0	0	0	1	0	0	0	19.74	0	0.14335
0	11	1	0	0	0	1	0	0	0	16.15	0	0.149074
0	16	1	0	0	0	1	0	0	0	16.15	0	0.0756775
0	14	1	0	0	0	1	0	0	0	19.08	0	0.159446
0	18	1	0	0	0	1	0	0	0	20.3	0	0.124912
0	7	1	0	0	0	1	0	0	0	19.12	0	0.246778
0	16	1	0	0	0	1	0	0	0	19.27	0	0.134775
0	8	1	0	0	0	1	0	0	0	19.8	0	0.24533
0	11	1	0	0	0	1	0	0	0	19.99	0	0.213367
0	14	1	0	0	0	1	0	0	0	19.99	0	0.175237
0	8	1	0	0	0	1	0	0	0	19.18	0	0.236522
0	10	1	0	0	0	1	0	0	0	19.05	0	0.210796
0	12	1	0	0	0	1	0	0	0	19.02	0	0.185038
0	16	1	0	0	0	1	0	0	0	0	0	-0.193311
0	12	1	0	0	0	1	0	0	0	19.99	0	0.200961
0	16	1	0	0	0	1	0	0	0	20.08	0	0.149529
0	8	1	0	0	0	1	0	0	0	16.65	0	0.197495
0	18	-1.11022e-16	0	0	0	1	0	0	0	16.65	0	0.485521
0	10	1	0	0	0	1	0	0	0	19.05	0	0.210796
0	16	1	0	0	0	1	0	0	0	19.27	0	0.134775
0	15	1	0	0	0	1	0	0	0	17.15	0	0.109665
0	9	1	0	0	0	1	0	0	0	19.62	0	0.231476
0	18	1	0	0	0	1	0	0	0	19.96	0	0.118509
0	8	1	0	0	0	0	0	1	0	19.8	0	-0.233692
0	17	1	0	0	0	1	0	0	0	21.24	0	0.156312
0	18	1	0	0	0	0	0	0	0	21.24	0	-0.0811487
0	12	1	0	0	0	1	0	0	0	19.62	0	0.195032
0	7	1	0	0	0	0	0	0	1	19.71	0	-0.0653365
0	9	-1.11022e-16	1	0	0	0	0	0	1	19.62	0	-0.0161168
0	11	-1.11022e-16	1	0	0	1	0	0	0	19.74	0	0.139425
0	12	-1.11022e-16	1	0	0	1	0	0	0	19.62	0	0.122783
0	15	-1.11022e-16	1	0	0	0	0	0	1	19.65	0	0.0164594
0	18	-1.11022e-16	1	0	0	0	0	0	1	19.96	0	0.031686
0	12	1	0	0	0	1	0	0	0	11.99	0	0.055581
0	14	1	0	0	0	1	0	0	0	11.99	0	0.0252012
0	7	1	0	0	0	1	0	0	0	16.15	0	0.201975
0	10	1	0	0	0	1	0	0	0	16.15	0	0.162781
0	11	1	0	0	0	1	0	0	0	16.15	0	0.149074
0	12	1	0	0	0	1	0	0	0	16.15	0	0.134775
0	7	1	0	0	0	1	0	0	0	19.71	0	0.255169
0	9	1	0	0	0	1	0	0	0	19.62	0	0.231476
0	10	1	0	0	0	1	0	0	0	19.99	0	0.225215
0	11	1	0	0	0	1	0	0	0	19.99	0	0.213367
0	14	1	0	0	0	1	0	0	0	19.99	0	0.175237
0	13	1	0	0	0	1	0	0	0	15.9	0	0.115649
0	10	1	0	0	0	1	0	0	0	18.99	0	0.209803
0	11	1	0	0	0	1	0	0	0	18.99	0	0.197495
0	7	1	0	0	0	1	0	0	0	19.71	0	0.255169
0	8	1	0	0	0	1	0	0	0	19.8	0	0.24533
0	15	1	0	0	0	1	0	0	0	19.99	0	0.161672
0	16	1	0	0	0	1	0	0	0	20.08	0	0.149529
0	14	-1.11022e-16	1	0	0	1	0	0	0	15.9	0	0.0212933
0	16	1	0	0	0	1	0	0	0	0	0	-0.193311
0	17	1	0	0	0	1	0	0	0	0	0	-0.20089
0	10	1	0	0	0	1	0	0	0	19.74	0	0.221563
0	11	1	0	0	0	1	0	0	0	19.74	0	0.209405
0	7	1	0	0	0	1	0	0	0	13.4	0	0.155638
0	9	1	0	0	0	1	0	0	0	13.4	0	0.127272
0	11	1	0	0	0	1	0	0	0	13.4	0	0.0978479
0	12	1	0	0	0	1	0	0	0	13.4	0	0.0827656
0	7	1	0	0	0	1	0	0	0	15.71	0	0.194826
0	8	1	0	0	0	1	0	0	0	15.8	0	0.183561
0	10	1	0	0	0	1	0	0	0	15.74	0	0.155638
0	11	1	0	0	0	1	0	0	0	15.74	0	0.141506
0	13	1	0	0	0	1	0	0	0	15.68	0	0.111344
0	18	1	0	0	0	1	0	0	0	15.96	0	0.0416028
0	16	1	0	0	0	1	0	0	0	19.74	0	0.14335
0	13	1	0	0	0	1	0	0	0	16.74	0	0.131267
0	14	1	0	0	0	1	0	0	0	16.68	0	0.115649
0	15	1	0	0	0	1	0	0	0	16.62	0	0.0995425
0	18	1	0	0	0	1	0	0	0	16.93	0	0.0604864
0	7	1	0	0	0	1	0	0	0	15.71	0	0.194826
0	12	1	0	0	0	1	0	0	0	15.62	0	0.124912
0	16	1	0	0	0	1	0	0	0	15.74	0	0.0675963
0	9	1	0	0	0	1	0	0	0	19.99	0	0.236893
0	10	1	0	0	0	1	0	0	0	19.99	0	0.225215
0	11	1	0	0	0	1	0	0	0	19.99	0	0.213367
0	14	1	0	0	0	1	0	0	0	19.99	0	0.175237
0	18	1	0	0	0	1	0	0	0	20.21	0	0.123257
0	8	1	0	0	0	1	0	0	0	19.99	0	0.24804
0	9	1	0	0	0	1	0	0	0	19.99	0	0.236893
0	11	1	0	0	0	1	0	0	0	5.9	0	-0.0456581
0	16	1	0	0	0	1	0	0	0	5.9	0	-0.113852
0	10	1	0	0	0	1	0	0	0	16.65	0	0.171559
0	14	1	0	0	0	1	0	0	0	16.65	0	0.114933
0	15	1	0	0	0	1	0	0	0	16.65	0	0.100268
0	18	1	0	0	0	1	0	0	0	16.65	0	0.0550905
0	12	-1.11022e-16	0	1	0	0	0	0	0	19.99	0	0.0168208
0	16	-1.11022e-16	0	0	0	0	0	0	0	19.99	0	0.194414
0	12	1	0	0	0	1	0	0	0	19.62	0	0.195032
0	10	1	0	0	0	1	0	0	0	18.99	0	0.209803
0	13	1	0	0	0	1	0	0	0	18.99	0	0.171559
0	15	1	0	0	0	1	0	0	0	18.99	0	0.14381
0	7	1	0	0	0	1	0	0	0	19.71	0	0.255169
0	9	1	0	0	0	1	0	0	0	19.62	0	0.231476
0	8	1	0	0	0	1	0	0	0	19.8	0	0.24533
0	13	1	0	0	0	1	0	0	0	19.68	0	0.183138
0	17	1	0	0	0	1	0	0	0	19.99	0	0.133608
0	13	-1.11022e-16	0	0	1	1	0	0	0	19.68	1	-0.235606
0	16	-1.11022e-16	0	0	1	1	0	0	0	19.74	1	-0.229562
0	7	-1.11022e-16	1	0	0	1	0	0	0	5.9	0	-0.0639142
0	8	-1.11022e-16	1	0	0	1	0	0	0	5.9	0	-0.0779147
0	12	-1.11022e-16	1	0	0	1	0	0	0	15.9	0	0.0514112
0	16	1	0	0	0	1	0	0	0	0	0	-0.193311
0	17	1	0	0	0	1	0	0	0	0	0	-0.20089
0	18	1	0	0	0	1	0	0	0	0	0	-0.207606
0	7	1	0	0	0	1	0	0	0	19.71	0	0.255169
0	15	1	0	0	0	0	0	1	0	19.65	0	-0.241407
0	16	1	0	0	0	1	0	0	0	19.74	0	0.14335
0	17	1	0	0	0	1	0	0	0	19.99	0	0.133608
0	14	-1.11022e-16	0	1	0	0	0	0	1	19.99	0	0.123172
0	8	1	0	0	0	1	0	0	0	19.8	0	0.24533
0	14	1	0	0	0	1	0	0	0	19.68	0	0.169817
0	8	1	0	0	0	1	0	0	0	19.8	0	0.24533
0	9	1	0	0	0	1	0	0	0	19.62	0	0.231476
0	17	1	0	0	0	1	0	0	0	19.99	0	0.133608
0	10	1	0	0	0	1	0	0	0	19.74	0	0.221563
0	11	1	0	0	0	1	0	0	0	19.74	0	0.209405
0	10	1	0	0	0	1	0	0	0	19.74	0	0.221563
0	11	1	0	0	0	1	0	0	0	19.74	0	0.209405
0	14	1	0	0	0	1	0	0	0	20.05	0	0.176314
0	17	1	0	0	0	1	0	0	0	20.33	0	0.139888
0	8	1	0	0	0	1	0	0	0	16.15	0	0.18923
0	14	1	0	0	0	1	0	0	0	5.9	0	-0.0876531
0	7	1	0	0	0	0	0	1	0	13.9	0	-0.241398
0	8	1	0	0	0	1	0	0	0	13.9	0	0.150666
0	15	1	0	0	0	1	0	0	0	19.99	0	0.161672
0	12	-1.11022e-16	1	0	0	1	0	0	0	15.9	0	0.0514112
0	16	1	0	0	0	1	0	0	0	0	0	-0.193311
0	9	1	0	0	0	1	0	0	0	19.62	0	0.231476
0	15	1	0	0	0	1	0	0	0	19.65	0	0.155638
0	17	1	0	0	0	1	0	0	0	19.99	0	0.133608
0	18	1	0	0	0	1	0	0	0	19.96	0	0.118509
0	9	1	0	0	0	1	0	0	0	14.9	0	0.154512
0	13	1	0	0	0	0	1	0	0	14.9	0	-0.920277
0	17	1	0	0	0	1	0	0	0	17.24	0	0.0815447
0	8	1	0	0	0	1	0	0	0	16.15	0	0.18923
0	12	1	0	0	0	1	0	0	0	16.15	0	0.134775
0	14	1	0	0	0	1	0	0	0	16.15	0	0.105578
0	17	1	0	0	0	1	0	0	0	16.15	0	0.0604864
0	9	1	0	0	0	1	0	0	0	5.9	0	-0.0164979
0	13	1	0	0	0	1	0	0	0	15.9	0	0.115649
0	18	1	0	0	0	1	0	0	0	15.96	0	0.0416028
0	12	1	0	0	0	1	0	0	0	19.99	0	0.200961
0	15	1	0	0	0	1	0	0	0	19.99	0	0.161672
0	17	1	0	0	0	1	0	0	0	20.18	0	0.137104
0	8	1	0	0	0	1	0	0	0	19.8	0	0.24533
0	9	1	0	0	0	1	0	0	0	19.62	0	0.231476
0	18	1	0	0	0	1	0	0	0	19.96	0	0.118509
0	7	1	0	0	0	1	0	0	0	19.71	0	0.255169
0	15	1	0	0	0	1	0	0	0	19.65	0	0.155638
0	10	1	0	0	0	1	0	0	0	16.74	0	0.173077
0	12	1	0	0	0	1	0	0	0	19.99	0	0.200961
0	16	1	0	0	0	1	0	0	0	20.08	0	0.149529
0	11	1	0	0	0	1	0	0	0	15.9	0	0.144499
0	13	1	0	0	0	1	0	0	0	15.9	0	0.115649
0	7	1	0	0	0	1	0	0	0	13.9	0	0.16433
0	8	1	0	0	0	0	0	0	0	13.9	0	-0.0859849
0	10	1	0	0	0	1	0	0	0	13.9	0	0.122072
0	14	1	0	0	0	1	0	0	0	13.9	0	0.0622031
0	16	1	0	0	0	1	0	0	0	13.9	0	0.0320495
0	7	1	0	0	0	1	0	0	0	16.71	0	0.210796
0	10	1	0	0	0	1	0	0	0	16.65	0	0.171559
0	11	1	0	0	0	0	0	1	0	16.65	0	-0.241414
0	17	1	0	0	0	1	0	0	0	16.96	0	0.0761668
0	18	1	0	0	0	1	0	0	0	16.93	0	0.0604864
0	12	1	0	0	0	1	0	0	0	15.62	0	0.124912
0	14	1	0	0	0	1	0	0	0	15.68	0	0.0966363
0	12	1	0	0	0	1	0	0	0	17.15	0	0.152932
0	17	1	0	0	0	1	0	0	0	17.4	0	0.084718
0	7	1	0	0	0	1	0	0	0	19.8	0	0.256402
0	9	1	0	0	0	1	0	0	0	19.8	0	0.234101
0	11	1	0	0	0	1	0	0	0	19.8	0	0.210399
0	18	1	0	0	0	1	0	0	0	20.24	0	0.12373
0	15	-1.11022e-16	0	0	0	0	0	0	1	15.9	0	-0.0277284
0	17	-1.11022e-16	0	0	0	0	0	0	1	15.9	0	-0.0565717
0	7	1	0	0	0	0	0	1	0	19.8	0	-0.230855
0	12	1	0	0	0	0	0	1	0	19.8	0	-0.240235
0	18	1	0	0	0	0	0	1	0	20.24	0	-0.24063
0	7	1	0	0	0	1	0	0	0	15.9	0	0.197904
0	9	1	0	0	0	1	0	0	0	15.9	0	0.171993
0	16	1	0	0	0	1	0	0	0	15.9	0	0.0707813
0	17	1	0	0	0	1	0	0	0	15.9	0	0.055581
0	18	1	0	0	0	1	0	0	0	15.9	0	0.0406224
0	11	-1.11022e-16	1	0	0	1	0	0	0	16.65	0	0.0810562
0	7	1	0	0	0	1	0	0	0	16.65	0	0.209803
0	9	1	0	0	0	1	0	0	0	16.65	0	0.184616
0	13	1	0	0	0	1	0	0	0	19.99	0	0.188186
0	7	1	0	0	0	1	0	0	0	16.71	0	0.210796
0	12	1	0	0	0	1	0	0	0	16.62	0	0.14335
0	14	1	0	0	0	1	0	0	0	16.68	0	0.115649
0	15	1	0	0	0	1	0	0	0	16.65	0	0.100268
0	11	1	0	0	0	1	0	0	0	15.9	0	0.144499
0	13	1	0	0	0	1	0	0	0	15.9	0	0.115649
0	10	1	0	0	0	1	0	0	0	15.9	0	0.158329
0	17	1	0	0	0	1	0	0	0	5.9	0	-0.126386
0	9	1	0	0	0	1	0	0	0	21.9	0	0.263881
0	12	1	0	0	0	1	0	0	0	21.9	0	0.230534
0	13	1	0	0	0	1	0	0	0	21.9	0	0.218655
0	9	1	0	0	0	1	0	0	0	21.9	0	0.263881
0	18	-1.11022e-16	0	1	0	1	0	0	0	22.24	0	-0.124996
0	12	1	0	0	0	1	0	0	0	18.15	0	0.170471
0	12	1	0	0	0	1	0	0	0	17.15	0	0.152932
0	13	1	0	0	0	1	0	0	0	17.15	0	0.138729
0	7	1	0	0	0	0	1	0	0	21.9	0	-1.01007
0	9	1	0	0	0	0	1	0	0	21.9	0	-0.998025
0	17	1	0	0	0	1	0	0	0	21.9	0	0.167849
0	10	1	0	0	0	1	0	0	0	19.99	0	0.225215
0	15	1	0	0	0	1	0	0	0	19.99	0	0.161672
0	16	1	0	0	0	1	0	0	0	19.99	0	0.147933
0	7	-1.11022e-16	0	0	0	1	0	0	0	21.9	0	0.461377
0	10	-1.11022e-16	0	0	0	1	0	0	0	21.9	0	0.466276
0	17	1	0	0	0	1	0	0	0	0	0	-0.20089
0	18	1	0	0	0	1	0	0	0	0	0	-0.207606
0	8	1	0	0	0	1	0	0	0	21.9	0	0.274218
0	9	1	0	0	0	1	0	0	0	21.9	0	0.263881
0	11	1	0	0	0	1	0	0	0	19.99	0	0.213367
0	16	1	0	0	0	1	0	0	0	19.99	0	0.147933
0	8	1	0	0	0	1	0	0	0	17.15	0	0.205405
0	13	1	0	0	0	1	0	0	0	17.15	0	0.138729
0	15	1	0	0	0	1	0	0	0	17.15	0	0.109665
0	10	1	0	0	0	1	0	0	0	16.65	0	0.171559
0	15	1	0	0	0	1	0	0	0	16.65	0	0.100268
0	18	1	0	0	0	1	0	0	0	20.24	0	0.12373
0	12	1	0	0	0	1	0	0	0	19.99	0	0.200961
0	7	1	0	0	0	1	0	0	0	13.9	0	0.16433
0	11	1	0	0	0	1	0	0	0	13.9	0	0.107263
0	13	1	0	0	0	1	0	0	0	18.99	0	0.171559
0	12	-1.11022e-16	1	0	0	1	0	0	0	14.62	0	0.0266678
0	18	1	0	0	0	1	0	0	0	0	0	-0.207606
0	9	1	0	0	0	1	0	0	0	14.62	0	0.149529
0	12	1	0	0	0	1	0	0	0	18.99	0	0.184616
0	16	1	0	0	0	1	0	0	0	19.08	0	0.131267
0	9	1	0	0	0	1	0	0	0	19.8	0	0.234101
0	7	1	0	0	0	1	0	0	0	11.71	0	0.124912
0	11	-1.11022e-16	0	0	0	1	0	0	0	11.74	0	0.484826
0	8	1	0	0	0	1	0	0	0	11.8	0	0.111824
0	10	-1.11022e-16	1	0	0	1	0	0	0	17.15	0	0.105578
0	8	1	0	0	0	1	0	0	0	16.15	0	0.18923
0	12	1	0	0	0	1	0	0	0	16.15	0	0.134775
0	16	1	0	0	0	1	0	0	0	16.15	0	0.0756775
0	10	1	0	0	0	1	0	0	0	21.9	0	0.253046
0	16	1	0	0	0	1	0	0	0	21.9	0	0.181017
0	9	1	0	0	0	1	0	0	0	16.15	0	0.176314
0	12	1	0	0	0	1	0	0	0	16.15	0	0.134775
0	7	1	0	0	0	1	0	0	0	20.15	0	0.26129
0	8	-1.11022e-16	1	0	0	0	1	0	0	18.18	0	-0.94385
0	10	-1.11022e-16	1	0	0	1	0	0	0	18.05	0	0.122546
0	14	1	0	0	0	1	0	0	0	0	0	-0.176028
0	13	1	0	0	0	1	0	0	0	18.68	0	0.166093
0	18	1	0	0	0	1	0	0	0	18.96	0	0.0995425
0	10	-1.11022e-16	1	0	0	1	0	0	0	19.8	0	0.154512
0	18	-1.11022e-16	1	0	0	1	0	0	0	13.99	0	-0.0727573
0	7	1	0	0	0	1	0	0	0	18.99	0	0.244967
0	8	1	0	0	0	1	0	0	0	18.99	0	0.233727
0	17	1	0	0	0	1	0	0	0	21.24	0	0.156312
0	18	1	0	0	0	1	0	0	0	21.24	0	0.142198
0	13	-1.11022e-16	0	0	0	1	0	0	0	20.02	0	0.474363
0	18	1	0	0	0	1	0	0	0	0	0	-0.207606
0	10	-1.11022e-16	1	0	0	1	0	0	0	17.74	0	0.116604
0	12	-1.11022e-16	1	0	0	1	0	0	0	17.62	0	0.084718
0	18	1	0	0	0	1	0	0	0	0	0	-0.207606
0	8	1	0	0	0	1	0	0	0	18.99	0	0.233727
0	10	1	0	0	0	1	0	0	0	18.99	0	0.209803
0	12	1	0	0	0	1	0	0	0	18.99	0	0.184616
0	15	1	0	0	0	1	0	0	0	21.9	0	0.194002
0	18	1	0	0	0	1	0	0	0	21.9	0	0.154061
0	9	1	0	0	0	1	0	0	0	17.99	0	0.206408
0	12	1	0	0	0	1	0	0	0	16.99	0	0.149984
0	13	1	0	0	0	1	0	0	0	16.99	0	0.135941
0	18	1	0	0	0	1	0	0	0	17.24	0	0.0663708
0	8	1	0	0	0	1	0	0	0	21.9	0	0.274218
0	9	1	0	0	0	1	0	0	0	18.02	0	0.206809
0	14	1	0	0	0	1	0	0	0	18.08	0	0.141506
0	15	1	0	0	0	1	0	0	0	18.02	0	0.126093
0	7	1	0	0	0	1	0	0	0	18.12	0	0.232228
0	10	-1.11022e-16	1	0	0	1	0	0	0	18.05	0	0.122546
0	11	-1.11022e-16	1	0	0	1	0	0	0	18.05	0	0.107744
0	17	1	0	0	0	1	0	0	0	0	0	-0.20089
0	7	1	0	0	0	1	0	0	0	18.12	0	0.232228
0	8	1	0	0	0	1	0	0	0	18.18	0	0.221563
0	16	1	0	0	0	1	0	0	0	18.27	0	0.116127
0	12	1	0	0	0	1	0	0	0	18.62	0	0.178458
0	16	1	0	0	0	1	0	0	0	18.74	0	0.124912
0	18	1	0	0	0	1	0	0	0	18.96	0	0.0995425
0	8	1	0	0	0	1	0	0	0	18.99	0	0.233727
0	13	1	0	0	0	1	0	0	0	18.99	0	0.171559
0	18	1	0	0	0	1	0	0	0	18.9	0	0.0983323
0	16	1	0	0	0	1	0	0	0	20.24	0	0.152253
0	7	1	0	0	0	1	0	0	0	18.71	0	0.240952
0	10	1	0	0	0	1	0	0	0	18.74	0	0.206007
0	18	-1.11022e-16	1	0	0	1	0	0	0	18.96	0	0.020073
0	8	1	0	0	0	1	0	0	0	17.99	0	0.218655
