-4.76275e-05 0.0884894 0.00323059 0.00615887 0.00323059 0.00615887  0.107221     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0883088 0.00323059 0.00615887 0.00323059 0.00615887  0.10704     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0881282 0.00323059 0.00615887 0.00323059 0.00615887  0.106859     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0879476 0.00323059 0.00615887 0.00323059 0.00615887  0.106679     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.087767 0.00323059 0.00615887 0.00323059 0.00615887  0.106498     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0875863 0.00323059 0.00615887 0.00323059 0.00615887  0.106318     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0874057 0.00323059 0.00615887 0.00323059 0.00615887  0.106137     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0872251 0.00323059 0.00615887 0.00323059 0.00615887  0.105956     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0870445 0.00323059 0.00615887 0.00323059 0.00615887  0.105776     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0868638 0.00323059 0.00615887 0.00323059 0.00615887  0.105595     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0866832 0.00323059 0.00615887 0.00323059 0.00615887  0.105415     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0865026 0.00323059 0.00615887 0.00323059 0.00615887  0.105234     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.086322 0.00323059 0.00615887 0.00323059 0.00615887  0.105053     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0861413 0.00323059 0.00615887 0.00323059 0.00615887  0.104873     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0859607 0.00323059 0.00615887 0.00323059 0.00615887  0.104692     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0857801 0.00323059 0.00615887 0.00323059 0.00615887  0.104511     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0855995 0.00323059 0.00615887 0.00323059 0.00615887  0.104331     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0854189 0.00323059 0.00615887 0.00323059 0.00615887  0.10415     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0852382 0.00323059 0.00615887 0.00323059 0.00615887  0.10397     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0850576 0.00323059 0.00615887 0.00323059 0.00615887  0.103789     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.084877 0.00323059 0.00615887 0.00323059 0.00615887  0.103608     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0846964 0.00323059 0.00615887 0.00323059 0.00615887  0.103428     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0845157 0.00323059 0.00615887 0.00323059 0.00615887  0.103247     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0843351 0.00323059 0.00615887 0.00323059 0.00615887  0.103066     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0841545 0.00323059 0.00615887 0.00323059 0.00615887  0.102886     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0839739 0.00323059 0.00615887 0.00323059 0.00615887  0.102705     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0837933 0.00323059 0.00615887 0.00323059 0.00615887  0.102525     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0836126 0.00323059 0.00615887 0.00323059 0.00615887  0.102344     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.083432 0.00323059 0.00615887 0.00323059 0.00615887  0.102163     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0832514 0.00323059 0.00615887 0.00323059 0.00615887  0.101983     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0830708 0.00323059 0.00615887 0.00323059 0.00615887  0.101802     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0828902 0.00323059 0.00615887 0.00323059 0.00615887  0.101621     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0827095 0.00323059 0.00615887 0.00323059 0.00615887  0.101441     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0825289 0.00323059 0.00615887 0.00323059 0.00615887  0.10126     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0823483 0.00323059 0.00615887 0.00323059 0.00615887  0.10108     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0821677 0.00323059 0.00615887 0.00323059 0.00615887  0.100899     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.081987 0.00323059 0.00615887 0.00323059 0.00615887  0.100718     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0818064 0.00323059 0.00615887 0.00323059 0.00615887  0.100538     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0816258 0.00323059 0.00615887 0.00323059 0.00615887  0.100357     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0814452 0.00323059 0.00615887 0.00323059 0.00615887  0.100176     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0812646 0.00323059 0.00615887 0.00323059 0.00615887  0.0999959     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0810839 0.00323059 0.00615887 0.00323059 0.00615887  0.0998152     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0809033 0.00323059 0.00615887 0.00323059 0.00615887  0.0996346     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0807227 0.00323059 0.00615887 0.00323059 0.00615887  0.099454     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0805421 0.00323059 0.00615887 0.00323059 0.00615887  0.0992734     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0803615 0.00323059 0.00615887 0.00323059 0.00615887  0.0990928     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0801808 0.00323059 0.00615887 0.00323059 0.00615887  0.0989121     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0800002 0.00323059 0.00615887 0.00323059 0.00615887  0.0987315     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0798196 0.00323059 0.00615887 0.00323059 0.00615887  0.0985509     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.079639 0.00323059 0.00615887 0.00323059 0.00615887  0.0983703     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0794584 0.00323059 0.00615887 0.00323059 0.00615887  0.0981897     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0792777 0.00323059 0.00615887 0.00323059 0.00615887  0.098009     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0790967 0.00323059 0.00615887 0.00323059 0.00615887  0.097828     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0789157 0.00323059 0.00615887 0.00323059 0.00615887  0.097647     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0787346 0.00323059 0.00615887 0.00323059 0.00615887  0.0974659     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0785536 0.00323059 0.00615887 0.00323059 0.00615887  0.0972849     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0783726 0.00323059 0.00615887 0.00323059 0.00615887  0.0971039     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0781916 0.00323059 0.00615887 0.00323059 0.00615887  0.0969228     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0780105 0.00323059 0.00615887 0.00323059 0.00615887  0.0967418     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0778295 0.00323059 0.00615887 0.00323059 0.00615887  0.0965608     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0776485 0.00323059 0.00615887 0.00323059 0.00615887  0.0963798     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0774674 0.00323059 0.00615887 0.00323059 0.00615887  0.0961987     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0772864 0.00323059 0.00615887 0.00323059 0.00615887  0.0960177     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0771054 0.00323059 0.00615887 0.00323059 0.00615887  0.0958367     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0769243 0.00323059 0.00615887 0.00323059 0.00615887  0.0956556     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0767433 0.00323059 0.00615887 0.00323059 0.00615887  0.0954746     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0767433 0.00323059 0.00615887 0.00323059 0.00615887  0.0954746     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0765614 0.00323059 0.00615887 0.00323059 0.00615887  0.0952927     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0763795 0.00323059 0.00615887 0.00323059 0.00615887  0.0951108     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0761976 0.00323059 0.00615887 0.00323059 0.00615887  0.0949289     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0760157 0.00323059 0.00615887 0.00323059 0.00615887  0.094747     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0758339 0.00323059 0.00615887 0.00323059 0.00615887  0.0945652     SS 13608.7 --> 11090 R2 = 0.185086
